Book ID,Sale Date,ISBN,Discount,ItemID,OrderID,First Name,Last Name,Birthday,Country of Residence,Hrs Writing per Day,Title,AuthID,Format,PubID,Publication Date,Pages,Print Run Size (k),Price,Publishing House,City,State,Country,Year Established,Marketing Spend,Number of Awards Won (avg only),Number of Months Checked Out,Total Checkouts,Genre,SeriesID,Volume Number,Staff Comment,Series Name,Planned Volumes,Book Tour Events,Average Rating,Number of Reviewers,Number of Reviews
TS869,04/02/2193,989-28-229-1404-4,0.15,107053-1-5404,107053-2562,Lynne,Danticat,19/08/2155,New Zealand,8,The Seawitch Sings,LD375,Mass market paperback,SSC,11/12/2181,381,11,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,428,Romance,EL-SSC,1,Book One of Esme's Ladies,Esme's Ladies,7,15,4.196044212,1719,1719
BS284,04/02/2193,989-28-229-9769-6,,107053-3-1963,107053-2563,Lynne,Danticat,19/08/2155,New Zealand,8,Burnished Silver,LD375,Mass market paperback,SSC,20/09/2191,368,37,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,219,Romance,EL-SSC,7,Book Seven of Esme's Ladies,Esme's Ladies,7,15,4.138260870,1150,1150
SE355,04/02/2193,989-28-229-3157-7,,107053-25-3931,107053-2564,Lynne,Danticat,19/08/2155,New Zealand,8,Saint Esme,LD375,Mass market paperback,SSC,15/04/2188,336,35,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,1,12,393,Romance,EL-SSC,6,Book Six of Esme's Ladies,Esme's Ladies,7,15,4.337228715,1198,1198
MW621,04/02/2193,989-28-229-7592-2,,107053-50-1986,107053-2565,Lynne,Danticat,19/08/2155,New Zealand,8,Muddy Waters,LD375,Mass market paperback,SSC,05/03/2182,362,13,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,572,Romance,EL-SSC,2,Book Two of Esme's Ladies,Esme's Ladies,7,15,4.126598465,1564,1564
BS284,04/02/2193,989-28-229-9769-6,,107053-67-5124,107053-2566,Lynne,Danticat,19/08/2155,New Zealand,8,Burnished Silver,LD375,Mass market paperback,SSC,20/09/2191,368,37,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,219,Romance,EL-SSC,7,Book Seven of Esme's Ladies,Esme's Ladies,7,15,4.138260870,1150,1150
TO369,04/02/2193,989-28-229-0197-6,,107053-8-8209,107053-2567,Lynne,Danticat,19/08/2155,New Zealand,8,The Scent of Oranges,LD375,Mass market paperback,SSC,08/02/2185,255,20,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,161,Romance,EL-SSC,4,Book Four of Esme's Ladies,Esme's Ladies,7,15,4.166112957,1204,1204
PP866,04/02/2193,989-28-79-23023-4,,107053-11-6452,107053-2569,Bianca,Thompson,28/01/2150,United States,5,Portmeirion,BT132,Mass market paperback,ESP,21/10/2188,792,78,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,547,SciFi/Fantasy,MM-ESP,2,No one saw it coming. No one could escape the effects. No one could imagine what would come next.,The Mallemaroking Saga,3,32,4.423809524,1890,1890
BB194,04/02/2193,989-28-79-68089-3,0.05,107053-53-9998,107053-2570,Arthur,McCrumb,13/03/2148,New Zealand,3,Ballinby Boys,AM329,Hardcover,ESP,18/05/2179,401,10,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,328,SciFi/Fantasy,,,What? Disaster. Where? The stars. When? Now. Who? The Ballinby Boys. How? You'll have to turn the page to find out…,,,,3.740395809,859,859
TT773,04/02/2193,989-28-79-51397-9,,107053-81-5984,107053-2571,Ursula,Karénine,25/02/2156,United Kingdom,9,The Triscanipt,UK129,Hardcover,ESP,28/08/2187,292,40,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,259,SciFi/Fantasy,,,,,,,4.430837563,1576,1576
RR774,04/02/2193,989-28-79-74374-1,,107053-23-5702,107053-2572,Bianca,Thompson,28/01/2150,United States,5,Rystwyth,BT132,Hardcover,ESP,03/01/2192,1218,40,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,1332,SciFi/Fantasy,MM-ESP,3,"The triumphant, tragic, unimaginable third installment in the Mallemaroking saga",The Mallemaroking Saga,3,32,4.460407240,1768,1768
TM925,04/02/2193,989-28-79-91028-0,,107053-29-3359,107053-2573,Bianca,Thompson,28/01/2150,United States,5,The Mallemaroking,BT132,Trade paperback,ESP,14/04/2186,784,50,12.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,2,12,1243,SciFi/Fantasy,MM-ESP,1,"An epic on the scale of Game of Thrones and The Lord of the Rings. The Mallemaroking is a book that cannot be defined, only experienced.",The Mallemaroking Saga,3,32,4.659652814,1901,1901
TM925,04/02/2193,989-28-79-13801-1,,107053-46-5379,107053-2574,Bianca,Thompson,28/01/2150,United States,5,The Mallemaroking,BT132,Mass market paperback,ESP,19/07/2185,672,71,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,2,12,1243,SciFi/Fantasy,MM-ESP,1,"An epic on the scale of Game of Thrones and The Lord of the Rings. The Mallemaroking is a book that cannot be defined, only experienced.",The Mallemaroking Saga,3,32,4.659652814,1901,1901
TT773,04/02/2193,989-28-79-26824-4,,107053-97-4158,107053-2575,Ursula,Karénine,25/02/2156,United Kingdom,9,The Triscanipt,UK129,Mass market paperback,ESP,08/04/2188,280,40,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,259,SciFi/Fantasy,,,,,,,4.430837563,1576,1576
TT773,04/02/2193,989-28-79-51397-9,,107053-24-7682,107053-2576,Ursula,Karénine,25/02/2156,United Kingdom,9,The Triscanipt,UK129,Hardcover,ESP,28/08/2187,292,40,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,259,SciFi/Fantasy,,,,,,,4.430837563,1576,1576
PP866,04/02/2193,989-28-79-40897-8,,107053-43-9702,107053-2577,Bianca,Thompson,28/01/2150,United States,5,Portmeirion,BT132,Hardcover,ESP,20/02/2187,656,32,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,547,SciFi/Fantasy,MM-ESP,2,No one saw it coming. No one could escape the effects. No one could imagine what would come next.,The Mallemaroking Saga,3,32,4.423809524,1890,1890
TM925,04/02/2193,989-28-79-43574-5,,107053-8-8410,107053-2578,Bianca,Thompson,28/01/2150,United States,5,The Mallemaroking,BT132,Graphic,ESP,15/09/2178,187,8,23.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,2,12,1243,SciFi/Fantasy,MM-ESP,1,"An epic on the scale of Game of Thrones and The Lord of the Rings. The Mallemaroking is a book that cannot be defined, only experienced.",The Mallemaroking Saga,3,32,4.659652814,1901,1901
TM925,04/02/2193,989-28-79-13801-1,,107053-62-9087,107053-2579,Bianca,Thompson,28/01/2150,United States,5,The Mallemaroking,BT132,Mass market paperback,ESP,19/07/2185,672,71,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,2,12,1243,SciFi/Fantasy,MM-ESP,1,"An epic on the scale of Game of Thrones and The Lord of the Rings. The Mallemaroking is a book that cannot be defined, only experienced.",The Mallemaroking Saga,3,32,4.659652814,1901,1901
PP866,04/02/2193,989-28-79-23023-4,,107053-11-6583,107053-2580,Bianca,Thompson,28/01/2150,United States,5,Portmeirion,BT132,Mass market paperback,ESP,21/10/2188,792,78,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,547,SciFi/Fantasy,MM-ESP,2,No one saw it coming. No one could escape the effects. No one could imagine what would come next.,The Mallemaroking Saga,3,32,4.423809524,1890,1890
BB194,04/02/2193,989-28-79-68089-3,0.05,107053-66-2115,107053-2581,Arthur,McCrumb,13/03/2148,New Zealand,3,Ballinby Boys,AM329,Hardcover,ESP,18/05/2179,401,10,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,328,SciFi/Fantasy,,,What? Disaster. Where? The stars. When? Now. Who? The Ballinby Boys. How? You'll have to turn the page to find out…,,,,3.740395809,859,859
BB194,04/02/2193,989-28-79-68089-3,0.05,107053-25-5233,107053-2582,Arthur,McCrumb,13/03/2148,New Zealand,3,Ballinby Boys,AM329,Hardcover,ESP,18/05/2179,401,10,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,328,SciFi/Fantasy,,,What? Disaster. Where? The stars. When? Now. Who? The Ballinby Boys. How? You'll have to turn the page to find out…,,,,3.740395809,859,859
PP866,04/02/2193,989-28-79-23023-4,,107053-86-2788,107053-2583,Bianca,Thompson,28/01/2150,United States,5,Portmeirion,BT132,Mass market paperback,ESP,21/10/2188,792,78,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,547,SciFi/Fantasy,MM-ESP,2,No one saw it coming. No one could escape the effects. No one could imagine what would come next.,The Mallemaroking Saga,3,32,4.423809524,1890,1890
RR774,04/02/2193,989-28-79-74374-1,,107053-54-5450,107053-2584,Bianca,Thompson,28/01/2150,United States,5,Rystwyth,BT132,Hardcover,ESP,03/01/2192,1218,40,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,1332,SciFi/Fantasy,MM-ESP,3,"The triumphant, tragic, unimaginable third installment in the Mallemaroking saga",The Mallemaroking Saga,3,32,4.460407240,1768,1768
PP866,04/02/2193,989-28-79-23023-4,,107053-61-1956,107053-2585,Bianca,Thompson,28/01/2150,United States,5,Portmeirion,BT132,Mass market paperback,ESP,21/10/2188,792,78,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,547,SciFi/Fantasy,MM-ESP,2,No one saw it coming. No one could escape the effects. No one could imagine what would come next.,The Mallemaroking Saga,3,32,4.423809524,1890,1890
TT773,04/02/2193,989-28-79-51397-9,,107053-43-1324,107053-2586,Ursula,Karénine,25/02/2156,United Kingdom,9,The Triscanipt,UK129,Hardcover,ESP,28/08/2187,292,40,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,259,SciFi/Fantasy,,,,,,,4.430837563,1576,1576
CH391,04/02/2193,989-28-3705-492-6,,107053-84-853,107053-2587,Charles,Fenimore,18/03/2120,Norway,7,Can I Be Honest?,CF829,Trade paperback,CHP,24/04/2188,404,7,11.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,,12,97,Young Adult,,,,,,,4.372400756,529,529
AK974,04/02/2193,989-28-3705-222-9,,107053-94-4244,107053-2588,Ward,Haigh,07/10/2153,Brazil,7,Adventures of Kaya,WH901,Trade paperback,CHP,23/07/2182,256,35,11.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,,12,464,Young Adult,,,,,,,4.421885300,1517,1517
WG715,04/02/2193,989-28-229-6632-6,0.1,107053-43-837,107053-2589,Lynne,Danticat,19/08/2155,New Zealand,8,Whither Thou Goest,LD375,Mass market paperback,SSC,14/02/2183,423,16,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,510,Romance,EL-SSC,3,Book Three of Esme's Ladies,Esme's Ladies,7,15,4.144130758,1346,1346
TH296,04/02/2193,989-28-79-13871-4,,107053-35-2084,107053-2589,Carolyn,Segal,24/09/2133,United States,7,The Winchcombe Railway Museum Heist,CS190,Mass market paperback,ESP,27/09/2185,357,25,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,399,Mystery,IR-ESP,2,,Inspector Ryeslton,4,19,4.034682081,692,692
TT773,04/02/2193,989-28-79-26824-4,,107053-16-5791,107053-2590,Ursula,Karénine,25/02/2156,United Kingdom,9,The Triscanipt,UK129,Mass market paperback,ESP,08/04/2188,280,40,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,259,SciFi/Fantasy,,,,,,,4.430837563,1576,1576
ZT703,04/02/2193,989-28-79-05670-4,,107053-49-3871,107053-2590,Burton,Malamud,18/01/2145,Brazil,6,Zero over Twelve,BM856,Mass market paperback,ESP,20/11/2187,338,26,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,576,Mystery,,,,,,,3.986920333,841,841
PP866,04/02/2193,989-28-79-23023-4,,107053-26-8371,107053-2591,Bianca,Thompson,28/01/2150,United States,5,Portmeirion,BT132,Mass market paperback,ESP,21/10/2188,792,78,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,547,SciFi/Fantasy,MM-ESP,2,No one saw it coming. No one could escape the effects. No one could imagine what would come next.,The Mallemaroking Saga,3,32,4.423809524,1890,1890
AK974,04/02/2193,989-28-3705-222-9,,107053-57-6668,107053-2591,Ward,Haigh,07/10/2153,Brazil,7,Adventures of Kaya,WH901,Trade paperback,CHP,23/07/2182,256,35,11.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,,12,464,Young Adult,,,,,,,4.421885300,1517,1517
NR695,04/02/2193,989-28-79-82749-6,,107053-5-6346,107053-2592,Carolyn,Segal,24/09/2133,United States,7,9803 North Millworks Road,CS190,Hardcover,ESP,10/07/2181,384,5,22.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,469,Mystery,IR-ESP,1,,Inspector Ryeslton,4,19,4.089084065,797,797
PP866,04/02/2193,989-28-79-23023-4,,107053-83-8910,107053-2592,Bianca,Thompson,28/01/2150,United States,5,Portmeirion,BT132,Mass market paperback,ESP,21/10/2188,792,78,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,547,SciFi/Fantasy,MM-ESP,2,No one saw it coming. No one could escape the effects. No one could imagine what would come next.,The Mallemaroking Saga,3,32,4.423809524,1890,1890
HP265,04/02/2193,989-28-3705-966-2,,107053-94-3220,107053-2592,Malin,Wolff,31/01/2141,Hong Kong,6,Heliotrope Pajamas,MW974,Paperback,CHP,02/05/2186,31,25,10.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,909,Childrens,,,"Wilberforce isn't sure about bedtime in a new bed, in a new house, in a new town. But when his grandmother brings him a pair of heliotrope pajamas, Wilberforce finds out bedtime can be downright magical.",,,,4.543650794,1764,1764
DY800,04/02/2193,989-28-79-32105-5,,107053-4-9728,107053-2593,Lynne,Danticat,19/08/2155,New Zealand,8,Did You Hear?,LD375,Mass market paperback,ESP,25/02/2183,390,29,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,109,Fiction,MT-ESP,3,"""The best beach-book I've ever read"" ""Easy and fun without being vapid""",Meddler Trilogy,3,17,3.888,125,125
PP866,04/02/2193,989-28-79-40897-8,,107053-62-9140,107053-2593,Bianca,Thompson,28/01/2150,United States,5,Portmeirion,BT132,Hardcover,ESP,20/02/2187,656,32,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,547,SciFi/Fantasy,MM-ESP,2,No one saw it coming. No one could escape the effects. No one could imagine what would come next.,The Mallemaroking Saga,3,32,4.423809524,1890,1890
RR774,04/02/2193,989-28-79-74374-1,,107053-77-9472,107053-2593,Bianca,Thompson,28/01/2150,United States,5,Rystwyth,BT132,Hardcover,ESP,03/01/2192,1218,40,21.5,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,1332,SciFi/Fantasy,MM-ESP,3,"The triumphant, tragic, unimaginable third installment in the Mallemaroking saga",The Mallemaroking Saga,3,32,4.460407240,1768,1768
BF374,04/02/2193,989-28-3705-138-3,,107053-14-8730,107053-2594,Hillary,Barnhardt,07/03/2154,New Zealand,4,Banana Slug and Xyr Friends,HB302,Board book,CHP,27/05/2188,12,18,6.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,,12,247,Childrens,BS-CHP,4,,Banana Slug,5,24,4.094182825,1083,1083
AD222,04/02/2193,989-28-3705-987-7,,107053-80-9035,107053-2594,Bernard,Hopf,27/11/2122,United States,1,Alanna Saves the Day,BH149,Trade paperback,CHP,22/09/2185,188,10,8.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,384,Childrens,,,"Alanna didn't expect this Tuesday to be any different than the Tuesday before, and the Tuesday before that. She was wrong. Can she make it to Wednesday?",,,,4.018008475,944,944
HP265,04/02/2193,989-28-3705-007-2,,107053-93-508,107053-2594,Malin,Wolff,31/01/2141,Hong Kong,6,Heliotrope Pajamas,MW974,Board book,CHP,03/06/2188,16,55,5.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,909,Childrens,,,"Wilberforce isn't sure about bedtime in a new bed, in a new house, in a new town. But when his grandmother brings him a pair of heliotrope pajamas, Wilberforce finds out bedtime can be downright magical.",,,,4.543650794,1764,1764
TS869,04/02/2193,989-28-229-1404-4,0.15,107053-1-6735,107077-2568,Lynne,Danticat,19/08/2155,New Zealand,8,The Seawitch Sings,LD375,Mass market paperback,SSC,11/12/2181,381,11,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,428,Romance,EL-SSC,1,Book One of Esme's Ladies,Esme's Ladies,7,15,4.196044212,1719,1719
TS869,05/02/2193,989-28-229-1404-4,0.15,107054-1-2183,107053-2624,Lynne,Danticat,19/08/2155,New Zealand,8,The Seawitch Sings,LD375,Mass market paperback,SSC,11/12/2181,381,11,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,428,Romance,EL-SSC,1,Book One of Esme's Ladies,Esme's Ladies,7,15,4.196044212,1719,1719
BF374,05/02/2193,989-28-3705-138-3,,107054-21-5514,107054-2595,Hillary,Barnhardt,07/03/2154,New Zealand,4,Banana Slug and Xyr Friends,HB302,Board book,CHP,27/05/2188,12,18,6.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,,12,247,Childrens,BS-CHP,4,,Banana Slug,5,24,4.094182825,1083,1083
AD222,05/02/2193,989-28-3705-987-7,,107054-46-3453,107054-2596,Bernard,Hopf,27/11/2122,United States,1,Alanna Saves the Day,BH149,Trade paperback,CHP,22/09/2185,188,10,8.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,384,Childrens,,,"Alanna didn't expect this Tuesday to be any different than the Tuesday before, and the Tuesday before that. She was wrong. Can she make it to Wednesday?",,,,4.018008475,944,944
BF889,05/02/2193,989-28-3705-592-3,,107054-11-575,107054-2597,Gloria,Green,19/09/2156,Hong Kong,8,Banana Slug and the Glass Half Full,GG800,Board book,CHP,10/10/2186,12,8,6.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,,12,151,Childrens,BS-CHP,1,"Glug glug glug, BANANA SLUG!",Banana Slug,5,24,4.338724169,1113,1113
HP265,05/02/2193,989-28-3705-007-2,,107054-67-3091,107054-2598,Malin,Wolff,31/01/2141,Hong Kong,6,Heliotrope Pajamas,MW974,Board book,CHP,03/06/2188,16,55,5.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,909,Childrens,,,"Wilberforce isn't sure about bedtime in a new bed, in a new house, in a new town. But when his grandmother brings him a pair of heliotrope pajamas, Wilberforce finds out bedtime can be downright magical.",,,,4.543650794,1764,1764
HP265,05/02/2193,989-28-3705-007-2,,107054-89-7352,107054-2599,Malin,Wolff,31/01/2141,Hong Kong,6,Heliotrope Pajamas,MW974,Board book,CHP,03/06/2188,16,55,5.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,909,Childrens,,,"Wilberforce isn't sure about bedtime in a new bed, in a new house, in a new town. But when his grandmother brings him a pair of heliotrope pajamas, Wilberforce finds out bedtime can be downright magical.",,,,4.543650794,1764,1764
BR858,05/02/2193,989-28-3705-649-4,,107054-9-6931,107054-2600,Malin,Wolff,31/01/2141,Hong Kong,6,Banana Slug and the Mossy Rock,MW974,Board book,CHP,10/07/2187,11,10,6.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,,12,109,Childrens,BS-CHP,3,Come play on a rainy day! Bad weather can't stop Banana Slug!,Banana Slug,5,24,4.030898876,1068,1068
HP265,05/02/2193,989-28-3705-007-2,,107054-55-8023,107054-2601,Malin,Wolff,31/01/2141,Hong Kong,6,Heliotrope Pajamas,MW974,Board book,CHP,03/06/2188,16,55,5.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,909,Childrens,,,"Wilberforce isn't sure about bedtime in a new bed, in a new house, in a new town. But when his grandmother brings him a pair of heliotrope pajamas, Wilberforce finds out bedtime can be downright magical.",,,,4.543650794,1764,1764
HP265,05/02/2193,989-28-3705-966-2,,107054-64-4183,107054-2602,Malin,Wolff,31/01/2141,Hong Kong,6,Heliotrope Pajamas,MW974,Paperback,CHP,02/05/2186,31,25,10.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,909,Childrens,,,"Wilberforce isn't sure about bedtime in a new bed, in a new house, in a new town. But when his grandmother brings him a pair of heliotrope pajamas, Wilberforce finds out bedtime can be downright magical.",,,,4.543650794,1764,1764
AD222,05/02/2193,989-28-3705-987-7,,107054-65-8570,107054-2603,Bernard,Hopf,27/11/2122,United States,1,Alanna Saves the Day,BH149,Trade paperback,CHP,22/09/2185,188,10,8.99,Cedar House Publishers,Friday Harbor,Washington,USA,2086,72000,1,12,384,Childrens,,,"Alanna didn't expect this Tuesday to be any different than the Tuesday before, and the Tuesday before that. She was wrong. Can she make it to Wednesday?",,,,4.018008475,944,944
TP887,05/02/2193,989-28-79-86624-2,,107054-15-9297,107054-2604,David,Beam,26/02/2157,United States,5.13,the life and times of an utterly inconsequential person,DB605,Hardcover,ESP,14/05/2191,1296,30,35.84,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,1,12,210,Fiction,,,,,,,3.195032871,1369,1369
AM124,05/02/2193,989-28-79-16826-1,,107054-97-7133,107054-2605,Kenneth,Douglas,24/09/2163,South Africa,3,A Horrible Human with the Habits of a Monster,KD840,Graphic,ESP,24/03/2189,85,3,23.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,65,Fiction,,,"""This graphic novel is better than years of marriage counceling""",,,,3.714754098,305,305
NR695,05/02/2193,989-28-79-69807-2,,107054-41-8349,107054-2606,Carolyn,Segal,24/09/2133,United States,7,9803 North Millworks Road,CS190,Mass market paperback,ESP,24/09/2182,414,12,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,469,Mystery,IR-ESP,1,,Inspector Ryeslton,4,19,4.089084065,797,797
NR695,05/02/2193,989-28-79-69807-2,,107054-23-2848,107054-2607,Carolyn,Segal,24/09/2133,United States,7,9803 North Millworks Road,CS190,Mass market paperback,ESP,24/09/2182,414,12,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,469,Mystery,IR-ESP,1,,Inspector Ryeslton,4,19,4.089084065,797,797
NR695,05/02/2193,989-28-79-69807-2,,107054-41-8348,107054-2608,Carolyn,Segal,24/09/2133,United States,7,9803 North Millworks Road,CS190,Mass market paperback,ESP,24/09/2182,414,12,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,469,Mystery,IR-ESP,1,,Inspector Ryeslton,4,19,4.089084065,797,797
TH296,05/02/2193,989-28-79-82125-8,,107054-87-2381,107054-2609,Carolyn,Segal,24/09/2133,United States,7,The Winchcombe Railway Museum Heist,CS190,Hardcover,ESP,10/02/2184,293,10,22.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,399,Mystery,IR-ESP,2,,Inspector Ryeslton,4,19,4.034682081,692,692
ZT703,05/02/2193,989-28-79-05670-4,,107054-60-905,107054-2610,Burton,Malamud,18/01/2145,Brazil,6,Zero over Twelve,BM856,Mass market paperback,ESP,20/11/2187,338,26,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,576,Mystery,,,,,,,3.986920333,841,841
ZT703,05/02/2193,989-28-79-05670-4,,107054-72-7269,107054-2611,Burton,Malamud,18/01/2145,Brazil,6,Zero over Twelve,BM856,Mass market paperback,ESP,20/11/2187,338,26,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,576,Mystery,,,,,,,3.986920333,841,841
NR695,05/02/2193,989-28-79-69807-2,,107054-26-4926,107054-2612,Carolyn,Segal,24/09/2133,United States,7,9803 North Millworks Road,CS190,Mass market paperback,ESP,24/09/2182,414,12,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,469,Mystery,IR-ESP,1,,Inspector Ryeslton,4,19,4.089084065,797,797
NR695,05/02/2193,989-28-79-69807-2,,107054-10-1370,107054-2613,Carolyn,Segal,24/09/2133,United States,7,9803 North Millworks Road,CS190,Mass market paperback,ESP,24/09/2182,414,12,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,469,Mystery,IR-ESP,1,,Inspector Ryeslton,4,19,4.089084065,797,797
NR695,05/02/2193,989-28-79-69807-2,,107054-23-2847,107054-2614,Carolyn,Segal,24/09/2133,United States,7,9803 North Millworks Road,CS190,Mass market paperback,ESP,24/09/2182,414,12,8.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,469,Mystery,IR-ESP,1,,Inspector Ryeslton,4,19,4.089084065,797,797
TH296,05/02/2193,989-28-79-82125-8,,107054-87-2380,107054-2615,Carolyn,Segal,24/09/2133,United States,7,The Winchcombe Railway Museum Heist,CS190,Hardcover,ESP,10/02/2184,293,10,22.99,Etaoin Shrdlu Press,Seattle,Washington,USA,2069,2320000,,12,399,Mystery,IR-ESP,2,,Inspector Ryeslton,4,19,4.034682081,692,692
SE355,05/02/2193,989-28-229-3157-7,,107054-81-7870,107054-2616,Lynne,Danticat,19/08/2155,New Zealand,8,Saint Esme,LD375,Mass market paperback,SSC,15/04/2188,336,35,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,1,12,393,Romance,EL-SSC,6,Book Six of Esme's Ladies,Esme's Ladies,7,15,4.337228715,1198,1198
WG715,05/02/2193,989-28-229-6632-6,0.1,107054-12-8363,107054-2617,Lynne,Danticat,19/08/2155,New Zealand,8,Whither Thou Goest,LD375,Mass market paperback,SSC,14/02/2183,423,16,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,510,Romance,EL-SSC,3,Book Three of Esme's Ladies,Esme's Ladies,7,15,4.144130758,1346,1346
WG715,05/02/2193,989-28-229-6632-6,0.1,107054-20-7274,107054-2618,Lynne,Danticat,19/08/2155,New Zealand,8,Whither Thou Goest,LD375,Mass market paperback,SSC,14/02/2183,423,16,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,510,Romance,EL-SSC,3,Book Three of Esme's Ladies,Esme's Ladies,7,15,4.144130758,1346,1346
WG715,05/02/2193,989-28-229-6632-6,0.1,107054-8-4318,107054-2619,Lynne,Danticat,19/08/2155,New Zealand,8,Whither Thou Goest,LD375,Mass market paperback,SSC,14/02/2183,423,16,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,510,Romance,EL-SSC,3,Book Three of Esme's Ladies,Esme's Ladies,7,15,4.144130758,1346,1346
TS869,05/02/2193,989-28-229-1404-4,,107054-33-9793,107054-2620,Lynne,Danticat,19/08/2155,New Zealand,8,The Seawitch Sings,LD375,Mass market paperback,SSC,11/12/2181,381,11,9.5,Sound & Seas Co.,Dunedin,Otago,New Zealand,2153,151000,,12,428,Romance,EL-SSC,1,Book One of Esme's Ladies,Esme's Ladies,7,15,4.196044212,1719,1719
